personId,firstName,lastName,email,dob,address,majors
3a3f194b-4db1-4d57-a7c2-105ff3428fdf,Sarah,Smith,sarah.smith@example.com,4/24/1958,"929 Maple St, Georgetown, CA","Chemistry, Mathematics, Urban Planning"
d4833819-0914-40ce-bb97-a57fc9b6ab8a,Bob,Moore,bob.moore@example.com,8/29/1966,"800 Pine St, Madison, OH",
740d3f25-087d-4103-b339-89a86bec5ead,John,Moore,john.moore@example.com,1/20/1955,"186 Oak St, Madison, CA","Art, Economics, History, Library Science, Theater"
35573984-6e6f-4668-b560-ab776e320378,Bob,Taylor,bob.taylor@example.com,10/31/1994,"700 Birch St, Fairview, TX",
647e450d-0162-495b-beed-331ade644ac7,Emily,Davis,emily.davis@example.com,6/6/1960,"946 Walnut St, Riverside, CA","Communications, Economics"
4b86c4b1-c1e1-4714-9b34-0153654200c1,Alice,Moore,alice.moore@example.com,7/1/1996,"279 Spruce St, Greenville, PA","Health Science, Communications"
af9bbb6c-6c2d-44d9-85f6-bdc99a2df383,David,Doe,david.doe@example.com,11/10/1957,"103 Maple St, Georgetown, CA","Business Administration, Mathematics, Veterinary Medicine"
47d6c83e-2be8-4483-b1b3-4e31cd38865c,Emily,Miller,emily.miller@example.com,11/7/1955,"511 Spruce St, Madison, FL",
eb0c6e28-ac6d-4545-9369-1b725af534f4,Emily,Williams,emily.williams@example.com,8/15/1965,"803 Birch St, Fairview, IL",
f53ec2c2-316b-4fe9-b4d2-900753023f1d,Michael,Brown,michael.brown@example.com,7/15/1961,"688 Elm St, Riverside, IL",
d2da2716-4a7c-4459-8ca3-f791a0b06148,Alice,Williams,alice.williams@example.com,7/12/1976,"830 Elm St, Greenville, IL",Foreign Languages
e3602d32-faaf-4c29-99ec-573051aefdcc,Michael,Taylor,michael.taylor@example.com,7/26/1995,"887 Maple St, Salem, NY","Mechanical Engineering, Psychology, Criminal Justice, Accounting, Agriculture"
f9fe056e-0f9f-4347-8caa-c4fa3b9edce6,Alice,Doe,alice.doe@example.com,3/22/1951,"605 Elm St, Fairview, FL","Communications, Education"
a76607a2-79a7-48db-8877-a14023d8513f,Bob,Wilson,bob.wilson@example.com,10/12/1965,"874 Walnut St, Fairview, OH",Political Science
4e446dda-3035-4668-a093-0968d2169354,David,Johnson,david.johnson@example.com,7/23/1985,"447 Pine St, Riverside, FL","Physics, Political Science, Economics, Foreign Languages"
6682b160-8125-4ac5-bd1a-d01ef4c5d50f,John,Brown,john.brown@example.com,7/3/1958,"511 Cedar St, Fairview, FL","Art, Anthropology, Health Science"
ca3de15a-c747-4546-a287-b9df65a8fe04,James,Johnson,james.johnson@example.com,2/5/2000,"893 Elm St, Madison, IL","Art, Public Health, Communications, Linguistics"
eaada601-98af-46c3-80c0-4cd2503304cf,Linda,Davis,linda.davis@example.com,9/13/1983,"944 Spruce St, Georgetown, FL","Music, Criminal Justice, Computer Science, Library Science"
87e9ee31-bbf2-41d0-8ff7-3aaf0c9fe80b,James,Johnson,james.johnson@example.com,7/31/1992,"443 Elm St, Fairview, TX","Law, Computer Science"
54c7768c-b8b8-4681-b9b3-a47fc00d54f6,Linda,Davis,linda.davis@example.com,9/11/1950,"493 Maple St, Georgetown, TX","Philosophy, Urban Planning"
4747fdc6-bd51-45f7-9180-7eb1466cb89d,Linda,Taylor,linda.taylor@example.com,1/31/1966,"886 Oak St, Greenville, PA","Economics, Art, Accounting"
ecbee8ea-4294-4dc6-aabf-1be7f25339d0,David,Johnson,david.johnson@example.com,11/30/1959,"875 Elm St, Riverside, PA","Sociology, Journalism, Architecture, Business Administration, Political Science"
759fca13-00b2-4334-9a03-ae6c166430e8,Emily,Miller,emily.miller@example.com,1/22/1998,"986 Pine St, Madison, IL","English, History"
9fe01c0e-149a-43be-8176-6632c4655173,Jane,Miller,jane.miller@example.com,4/7/1987,"507 Oak St, Greenville, TX",Agriculture
3752a977-3f02-4550-9099-b1584decb51b,Michael,Moore,michael.moore@example.com,12/1/1954,"206 Elm St, Riverside, TX","Foreign Languages, Public Health"
815ca4d2-a7c8-41ed-9aa4-16b8420ebfb0,John,Taylor,john.taylor@example.com,9/29/1983,"278 Pine St, Riverside, FL",
090492ba-311e-4f00-82d3-12d15a0e83fd,Bob,Davis,bob.davis@example.com,9/14/1983,"686 Spruce St, Madison, IL","Urban Planning, Foreign Languages, Theater"
a1c98620-6669-4ce7-989a-c6602b0476f6,James,Davis,james.davis@example.com,8/11/1963,"597 Pine St, Greenville, OH","Linguistics, Mathematics, Law, Nursing"
1ccc894d-35fd-420a-b7e9-c8fa810e2deb,John,Davis,john.davis@example.com,4/18/1954,"998 Pine St, Springfield, OH",Electrical Engineering
7794d6a2-f0c5-4b5e-b40a-dbeb671b7743,David,Taylor,david.taylor@example.com,3/18/1971,"848 Cedar St, Springfield, OH",
1435323b-c8e9-4e8f-9133-2ff218361b44,Bob,Smith,bob.smith@example.com,4/27/1950,"421 Walnut St, Madison, FL","Electrical Engineering, Communications"
98073235-da16-471c-b37d-f5906831febd,James,Doe,james.doe@example.com,8/4/1978,"582 Elm St, Madison, IL",
647bcb97-f7f7-4037-8ad5-d2aa3e62dea4,Alice,Johnson,alice.johnson@example.com,8/28/1959,"381 Cedar St, Greenville, TX",Library Science
9b39a284-4c6f-4f2c-88e4-0a82d5c55ad1,Michael,Moore,michael.moore@example.com,10/23/1956,"425 Oak St, Greenville, FL","Accounting, Library Science, Nursing"
d7701147-f735-4a40-8b6e-fa9c63e6dee5,Linda,Johnson,linda.johnson@example.com,6/20/1980,"104 Maple St, Greenville, FL","Physics, Sociology, Education, Nursing, Public Health"
1e97f498-1941-4991-9a71-9ab0eefd955a,David,Williams,david.williams@example.com,3/13/1999,"520 Elm St, Georgetown, TX",
112ba617-bd1e-4889-bffe-009999b910f8,David,Johnson,david.johnson@example.com,3/24/1986,"998 Pine St, Madison, OH","Electrical Engineering, Philosophy, Architecture, Sociology, Geography"
f9676d9e-dae8-4045-9f54-a06de54955c7,Jane,Doe,jane.doe@example.com,9/26/1996,"775 Spruce St, Georgetown, PA","Criminal Justice, Architecture, Mechanical Engineering, Social Work"
c518d43c-0380-440a-9405-e2eb0cde7875,John,Miller,john.miller@example.com,4/13/1992,"475 Elm St, Springfield, PA",
d88ebd9f-0590-493b-abd0-9076c9ba8151,Michael,Miller,michael.miller@example.com,9/5/1995,"132 Walnut St, Madison, CA","Environmental Science, Journalism, Linguistics, Communications"
6a562988-4371-4d77-b2f8-7f89dea91ad9,Jane,Brown,jane.brown@example.com,7/26/1970,"327 Oak St, Fairview, CA",
c2b5b059-05d1-4bce-a908-d255218593c5,Linda,Brown,linda.brown@example.com,1/31/1979,"942 Oak St, Greenville, NY","Economics, Philosophy, Psychology"
e0f329c7-ea6c-4a2d-9f88-0ad86e08d936,James,Doe,james.doe@example.com,8/20/1956,"555 Elm St, Madison, IL","Marketing, Political Science, Geography"
fbb816b8-999e-4e41-a632-51077286f982,Emily,Davis,emily.davis@example.com,12/26/1973,"128 Pine St, Riverside, PA",
d3ceb9e0-6a35-41b0-aa39-c6a63eb8ea05,Michael,Moore,michael.moore@example.com,6/2/1965,"907 Cedar St, Greenville, FL","Mechanical Engineering, English"
e7cdc931-792e-43f8-a77c-c64858b9ef15,David,Davis,david.davis@example.com,11/26/1980,"371 Maple St, Fairview, PA","Marketing, Library Science, Art"
0228a629-6174-4b8f-b47c-ab94f8203c7a,Linda,Moore,linda.moore@example.com,5/4/1973,"203 Walnut St, Madison, CA",
265e45e6-ccf2-42fd-8a8a-ece9cd99ebcb,Emily,Moore,emily.moore@example.com,2/3/2000,"287 Pine St, Salem, PA",Marketing
f9fb5759-ab8b-471b-b91e-600a58ae407e,John,Williams,john.williams@example.com,7/6/1956,"372 Birch St, Salem, FL",Geography
48e3c65c-3aee-41ba-ba13-a93cbf978810,James,Johnson,james.johnson@example.com,3/11/1990,"193 Cedar St, Greenville, FL","Agriculture, Communications, English"
134180aa-21fd-4c35-b6a8-1f56f9b831d8,John,Johnson,john.johnson@example.com,7/29/1994,"108 Birch St, Madison, TX","Physics, Biology"
df9336aa-2074-45f4-a420-226c9ddbfeb6,Sarah,Wilson,sarah.wilson@example.com,4/29/1950,"144 Spruce St, Salem, IL","Linguistics, Political Science, Biology, Art"
7f5ad863-5975-446a-9779-6401bff7572a,Bob,Johnson,bob.johnson@example.com,3/12/1953,"392 Oak St, Riverside, TX","Architecture, Chemistry, Mechanical Engineering, Urban Planning"
0da9e81c-67a1-49d6-b30d-bf882ae3f5fe,James,Taylor,james.taylor@example.com,5/22/1952,"339 Walnut St, Greenville, TX","Environmental Science, Philosophy"
9662c83d-4ade-47ea-a68f-8dd5e538991a,James,Smith,james.smith@example.com,9/27/1952,"970 Pine St, Riverside, CA","Mathematics, Economics, Theater"
c288f77d-1652-491a-8cfa-2485d5e2a93a,John,Brown,john.brown@example.com,5/1/1994,"299 Cedar St, Riverside, FL",
45b3ec68-38c6-4fd3-a818-16181854e3b3,Michael,Taylor,michael.taylor@example.com,2/3/1962,"513 Oak St, Georgetown, OH","Finance, Music"
e899cf09-9a3f-414e-bfdb-ee4f88e67bf3,Emily,Taylor,emily.taylor@example.com,1/5/1960,"355 Pine St, Fairview, PA","Theater, Electrical Engineering, Political Science"
12e3298e-2fd2-44f1-8006-0c221edc7815,Sarah,Doe,sarah.doe@example.com,9/8/1955,"721 Pine St, Riverside, CA","Education, Agriculture, Education, Mathematics"
6cbd8677-d58b-46ea-bfce-8cdd50707b88,Linda,Brown,linda.brown@example.com,5/24/1983,"677 Pine St, Madison, IL",
20c02514-c757-4ba9-be45-eb96c6977cb4,David,Miller,david.miller@example.com,3/16/1994,"334 Elm St, Georgetown, NY","Business Administration, Mathematics"
f175b9ba-e04d-4e0c-bbce-d12b72013668,Emily,Davis,emily.davis@example.com,4/24/1967,"816 Oak St, Riverside, IL","Music, Linguistics, Accounting, Urban Planning, Nursing"
9d928794-78c9-4d2f-b5f8-746aa3415028,James,Doe,james.doe@example.com,5/17/1969,"196 Birch St, Greenville, OH","Architecture, Education, Public Health"
c88a4cd2-e378-4ea3-9ccb-3ff3ab75a799,John,Davis,john.davis@example.com,5/16/1974,"735 Walnut St, Riverside, CA","Nursing, Foreign Languages, Biology, Public Health"
b6fcc9b9-cc9d-4667-87b1-d9b0531da9ce,Bob,Moore,bob.moore@example.com,2/11/1962,"137 Birch St, Madison, OH","Theater, Architecture, Communications"
0763a80d-392f-4344-8da8-be47fcb5d4a6,Sarah,Brown,sarah.brown@example.com,3/30/1963,"868 Spruce St, Fairview, IL","Biology, Political Science, Music, Psychology, Psychology"
86317e9f-4899-4a31-b34a-4d8d41a658ee,James,Johnson,james.johnson@example.com,2/28/1986,"953 Spruce St, Madison, NY",Computer Science
88e05673-ef48-442e-a342-78d9db536658,James,Johnson,james.johnson@example.com,11/8/1992,"958 Walnut St, Madison, FL","Chemistry, Biology, Environmental Science"
cd6d9f1d-f49e-48fe-9141-c68ac44bbc94,Bob,Doe,bob.doe@example.com,1/28/1996,"613 Elm St, Georgetown, IL",
4f97fa63-5910-4e80-adf2-9114464cb34d,John,Taylor,john.taylor@example.com,2/22/1983,"420 Elm St, Georgetown, IL","Linguistics, Health Science"
c5fdaa75-e35b-43a2-95ed-a460f82365ad,Alice,Moore,alice.moore@example.com,1/29/1962,"145 Elm St, Salem, FL","Education, Foreign Languages"
75bd8770-833b-4034-8093-daa2b9243623,Alice,Davis,alice.davis@example.com,7/18/1959,"122 Birch St, Fairview, TX","Foreign Languages, Urban Planning, Philosophy, Foreign Languages, Business Administration"
97a31b27-fc2e-4d52-9d0f-3ef6e78f437b,James,Miller,james.miller@example.com,10/28/1968,"798 Birch St, Salem, CA",
9a68bf48-e2be-4f74-9bc2-a8f79dc840e6,Linda,Williams,linda.williams@example.com,6/9/1968,"579 Maple St, Greenville, TX","Political Science, Accounting, Electrical Engineering"
75031419-70f7-496e-9250-883ecfe98371,David,Doe,david.doe@example.com,3/5/1951,"296 Pine St, Fairview, PA",Education
954a4a24-c7c6-4439-902d-ee32d051e7d1,Alice,Doe,alice.doe@example.com,12/26/1986,"303 Oak St, Georgetown, PA","Law, Music"
1df26e5e-34f5-4e03-87a2-f6a5092eda5c,Alice,Smith,alice.smith@example.com,5/14/1995,"546 Cedar St, Springfield, OH",Philosophy
e785c076-3d68-4f39-a045-71ebccfebd2a,Jane,Miller,jane.miller@example.com,9/3/1953,"943 Cedar St, Greenville, NY",
835736fe-a6cd-4dd4-aaa7-1b4ea7f365a4,Alice,Johnson,alice.johnson@example.com,7/4/1985,"109 Oak St, Riverside, OH","Veterinary Medicine, Nursing, Electrical Engineering, Education"
1cb96cd8-584f-4760-9976-7a061a7dbe0d,James,Miller,james.miller@example.com,12/10/1974,"571 Cedar St, Fairview, CA",Health Science
28e9015d-67c9-41fb-aa03-3f45a1d3c692,Michael,Miller,michael.miller@example.com,5/16/1978,"158 Elm St, Riverside, FL","Urban Planning, Mathematics, Linguistics, Criminal Justice"
b7d948aa-69e8-410a-90dc-50bfe450ca6c,Michael,Moore,michael.moore@example.com,8/20/1972,"231 Maple St, Georgetown, FL",Chemistry
f2931ccb-cc1d-4d29-91ec-85b0006d54a8,Alice,Williams,alice.williams@example.com,9/10/1993,"117 Pine St, Springfield, NY","Accounting, Mechanical Engineering, Computer Science, Mathematics"
d6585184-6e0e-44e8-a2d1-c9fce2bced5e,Linda,Wilson,linda.wilson@example.com,8/19/1962,"641 Elm St, Georgetown, PA","Biology, Mathematics, Communications, Economics, Business Administration"
38105ca3-9f4c-435a-898d-6cdef0b086f4,Alice,Brown,alice.brown@example.com,12/8/1996,"809 Cedar St, Georgetown, OH","Biology, Agriculture, Mechanical Engineering, Health Science"
9d061671-98b8-4835-a84d-8af17775c236,John,Taylor,john.taylor@example.com,7/11/1958,"772 Birch St, Georgetown, FL","Health Science, Veterinary Medicine, Accounting"
13656e45-fcf9-4916-9354-8c5c941997e4,John,Wilson,john.wilson@example.com,3/31/1974,"450 Maple St, Madison, CA","Architecture, Physics"
53ad7692-03ea-4bdb-be02-1761a5081b58,John,Miller,john.miller@example.com,3/1/1977,"810 Oak St, Salem, TX","Public Health, Marketing, Library Science, Public Health, Geography"
b9f02737-b1e3-429e-8fbd-884ee2624f47,Linda,Williams,linda.williams@example.com,12/13/1977,"617 Oak St, Salem, CA","Physics, Biology"
5817fc5b-977d-4bad-827f-799d4c444f19,Jane,Doe,jane.doe@example.com,3/21/1990,"430 Maple St, Salem, OH","Theater, Accounting"
1694b8d8-3eb8-4c97-bd7e-74738706244f,Sarah,Davis,sarah.davis@example.com,9/12/1966,"155 Oak St, Madison, CA",
4ab98f58-35d9-485a-b386-fd974553c4f9,David,Taylor,david.taylor@example.com,4/21/1996,"662 Spruce St, Georgetown, CA","Economics, Biology, Agriculture"
aeb91a85-a2c2-4b9a-9ad0-f235c32447d0,Michael,Smith,michael.smith@example.com,4/1/1968,"859 Maple St, Salem, OH","Mechanical Engineering, Physics, Law, Marketing"
a8a14953-f4b7-4008-89fd-b3d6d1c454ff,Alice,Johnson,alice.johnson@example.com,2/21/1970,"904 Oak St, Riverside, TX","Public Health, Accounting, English, Sociology, Physics"
6f4ab424-ea24-4dc3-8605-c20406a8b766,Alice,Doe,alice.doe@example.com,11/16/1976,"970 Maple St, Georgetown, NY",Political Science
1d1eca38-bfa4-41ca-b768-0036ea7cb647,David,Taylor,david.taylor@example.com,1/23/1955,"834 Spruce St, Greenville, PA",
cac26b36-cc2d-4032-8258-784a90771b3e,John,Williams,john.williams@example.com,9/4/1965,"577 Oak St, Salem, PA","Veterinary Medicine, Urban Planning"
e3ef179d-9c08-41ec-a50f-8de1287de12f,Emily,Williams,emily.williams@example.com,12/1/1990,"394 Oak St, Madison, PA","Mathematics, Architecture"
89c96067-ccd0-4adb-83e7-3e45e2c0c732,David,Smith,david.smith@example.com,10/19/1951,"271 Oak St, Riverside, NY","History, Philosophy, Psychology"
b08abd1d-5439-4cf1-a996-c1638f3a7cd3,Emily,Wilson,emily.wilson@example.com,5/21/1951,"250 Spruce St, Springfield, OH","Finance, Computer Science"
0628aa87-cdfc-4fee-8e9f-c63e9b938447,Michael,Doe,michael.doe@example.com,6/24/1951,"882 Pine St, Madison, TX",Sociology
2d606b71-1199-492b-af95-470b7f301fb2,Linda,Davis,linda.davis@example.com,10/30/1977,"763 Pine St, Salem, TX",Criminal Justice
e58d84fc-9dea-45d5-b2b7-3d668e9070ba,Alice,Miller,alice.miller@example.com,2/11/1951,"996 Birch St, Riverside, IL","Library Science, Business Administration"
0fdf074a-e3e1-4107-918b-25b344d3c1d7,Bob,Smith,bob.smith@example.com,6/11/1962,"504 Pine St, Salem, IL",Chemistry
83ff7527-c0ad-467f-bb4e-b90a52232ced,Bob,Moore,bob.moore@example.com,6/10/1996,"827 Walnut St, Greenville, OH","Physics, Marketing, Political Science, Computer Science"
4a39e728-56a1-46fd-b3f6-1a2a377ef8a2,David,Taylor,david.taylor@example.com,11/25/1999,"656 Walnut St, Riverside, PA",
d9abc016-e7bd-4340-8a0f-d0323428345a,Linda,Doe,linda.doe@example.com,1/4/1968,"547 Pine St, Riverside, IL",Health Science
e716d5d6-dbb6-45c9-bdf6-0c51ef8195f1,Bob,Brown,bob.brown@example.com,5/29/1966,"489 Elm St, Georgetown, IL","Political Science, Marketing, Linguistics, Marketing"
21edd302-56cc-46c7-b7a9-7287fc84a04a,Linda,Taylor,linda.taylor@example.com,11/11/1959,"903 Walnut St, Riverside, IL",Agriculture
3d2f04d9-6bd8-4d08-8803-66a67816d9a3,Bob,Williams,bob.williams@example.com,5/8/1999,"982 Maple St, Springfield, PA","Chemistry, Social Work, Accounting, Business Administration"
c3d6c154-12d3-490b-9946-3f55a79074ac,Alice,Wilson,alice.wilson@example.com,8/3/1957,"335 Cedar St, Salem, TX",Public Health
dad6fc16-64e9-4fef-a262-addc2e1c5bf9,Emily,Miller,emily.miller@example.com,12/28/1956,"124 Oak St, Salem, IL","Economics, Computer Science, Sociology, Nursing, Chemistry"
7dfbe510-73b6-41d7-96cb-c41927020d7c,John,Wilson,john.wilson@example.com,5/13/1975,"628 Pine St, Madison, CA",Finance
9ceb1511-0ffa-404f-9a8d-bb171ec8f0e8,Jane,Brown,jane.brown@example.com,9/18/1961,"301 Maple St, Springfield, CA","Physics, Sociology, Economics, Biology"
10268084-e352-4365-b10c-d9453268102e,Sarah,Smith,sarah.smith@example.com,7/21/1987,"359 Spruce St, Madison, IL","Urban Planning, Mathematics, History, Library Science"
a8f695cd-5bf0-49c6-8b92-f7e3f46e9b4e,Bob,Brown,bob.brown@example.com,4/21/1968,"992 Maple St, Springfield, FL","Journalism, Veterinary Medicine, Library Science"
61648719-1c07-4e5b-bfb0-7eade8a5ce61,Alice,Davis,alice.davis@example.com,9/28/1977,"277 Spruce St, Springfield, CA","Urban Planning, Foreign Languages, Public Health, Art, Mechanical Engineering"
fd4615f8-139c-44ac-9bce-b73205815cee,Jane,Doe,jane.doe@example.com,5/17/1997,"603 Pine St, Springfield, NY","Mechanical Engineering, Communications"
ee13a75d-90b0-4d41-bb3b-d8d93760d90c,Jane,Doe,jane.doe@example.com,3/20/1993,"210 Pine St, Springfield, NY","Chemistry, Urban Planning, Architecture, Law"
247c49ab-8742-41c3-b592-969fb8dead03,John,Davis,john.davis@example.com,5/11/1996,"252 Birch St, Springfield, PA",
46fd3e75-1ada-42de-a42d-b388d189115b,Sarah,Smith,sarah.smith@example.com,10/26/1978,"342 Cedar St, Greenville, IL",
97af6ba1-5ade-472e-8559-9630d4c08b98,David,Moore,david.moore@example.com,4/4/1975,"282 Elm St, Riverside, IL","Economics, Computer Science, Linguistics"
7711b5ee-f4a4-42a1-a7be-67a73e31d7fe,John,Miller,john.miller@example.com,3/9/1976,"702 Cedar St, Georgetown, TX","Urban Planning, Art, Electrical Engineering"
dbff4a72-eaa5-4ae3-9554-89e50a16bf21,Jane,Moore,jane.moore@example.com,9/18/1994,"833 Spruce St, Georgetown, TX","Health Science, Library Science, Communications, Political Science"
aa5c02e5-12c3-4c86-8adf-5982987c29e6,Bob,Brown,bob.brown@example.com,7/16/1967,"684 Birch St, Salem, NY",Environmental Science
f6de1dc6-badb-4231-be49-672865d3e674,Michael,Johnson,michael.johnson@example.com,7/2/1954,"698 Pine St, Madison, PA","Marketing, Chemistry"
87fc042a-1ca1-4179-983e-1aa313c84a61,Jane,Wilson,jane.wilson@example.com,9/19/1977,"442 Pine St, Greenville, NY","Mechanical Engineering, Environmental Science, Journalism, Anthropology, Architecture"
95af8905-d1b1-4abc-afd4-81b6eb2ad6db,David,Williams,david.williams@example.com,9/14/1961,"787 Elm St, Riverside, CA",Finance
6e5e58c7-3f83-41c5-84fd-ed286cce5131,John,Doe,john.doe@example.com,8/24/1985,"194 Pine St, Georgetown, NY","Education, Chemistry, Political Science, Linguistics"
da49a031-9770-4c30-9996-223912fbcc84,Emily,Miller,emily.miller@example.com,3/15/1997,"820 Elm St, Salem, CA",
1c9abe9b-559b-4b0a-ab4f-c2569a867e68,Sarah,Davis,sarah.davis@example.com,10/27/2000,"199 Elm St, Springfield, TX",Accounting
5a83e89c-cbc8-4287-9d0f-1db00aaa0ca9,Michael,Johnson,michael.johnson@example.com,9/16/1953,"586 Oak St, Georgetown, FL",Journalism
8e7c013f-49bf-4a95-9631-24816372f745,Emily,Johnson,emily.johnson@example.com,6/8/1976,"719 Pine St, Salem, TX","Business Administration, Accounting"
0e5aa963-c2bb-49a1-9e88-a5ad5135e156,Alice,Williams,alice.williams@example.com,4/10/1998,"158 Maple St, Greenville, IL","Mechanical Engineering, Art, Environmental Science, Communications, English"
9179367a-116d-4f6f-85ef-33fcbf4c21e2,Michael,Miller,michael.miller@example.com,11/30/1956,"657 Walnut St, Fairview, FL","Social Work, Music, Theater, Mathematics"
